"Points:0","Points:1","Points:2"
2.8376,4.459,4.8644
2.8376,4.6617,4.8644
2.8376,4.8644,4.8644
2.8376,5.0671,4.8644
2.8376,5.2698,4.8644
2.8376,5.4725,4.8644
2.8376,5.6751,4.8644
2.8376,5.8778,4.8644
2.8376,6.0805,4.8644
2.8376,6.2832,4.8644
3.0403,0,4.8644
3.0403,0.20268,4.8644
3.0403,0.40537,4.8644
3.0403,0.60805,4.8644
3.0403,0.81073,4.8644
3.0403,1.0134,4.8644
3.0403,1.2161,4.8644
3.0403,1.4188,4.8644
3.0403,1.6215,4.8644
3.0403,1.8242,4.8644
3.0403,2.0268,4.8644
3.0403,2.2295,4.8644
3.0403,2.4322,4.8644
3.0403,2.6349,4.8644
3.0403,2.8376,4.8644
3.0403,3.0403,4.8644
3.0403,3.2429,4.8644
3.0403,3.4456,4.8644
3.0403,3.6483,4.8644
3.0403,3.851,4.8644
3.0403,4.0537,4.8644
3.0403,4.2564,4.8644
3.0403,4.459,4.8644
3.0403,4.6617,4.8644
3.0403,4.8644,4.8644
3.0403,5.0671,4.8644
3.0403,5.2698,4.8644
3.0403,5.4725,4.8644
3.0403,5.6751,4.8644
3.0403,5.8778,4.8644
3.0403,6.0805,4.8644
3.0403,6.2832,4.8644
3.2429,0,4.8644
3.2429,0.20268,4.8644
3.2429,0.40537,4.8644
3.2429,0.60805,4.8644
3.2429,0.81073,4.8644
3.2429,1.0134,4.8644
3.2429,1.2161,4.8644
3.2429,1.4188,4.8644
3.2429,1.6215,4.8644
3.2429,1.8242,4.8644
3.2429,2.0268,4.8644
3.2429,2.2295,4.8644
3.2429,2.4322,4.8644
3.2429,2.6349,4.8644
3.2429,2.8376,4.8644
3.2429,3.0403,4.8644
3.2429,3.2429,4.8644
3.2429,3.4456,4.8644
3.2429,3.6483,4.8644
3.2429,3.851,4.8644
3.2429,4.0537,4.8644
3.2429,4.2564,4.8644
3.2429,4.459,4.8644
3.2429,4.6617,4.8644
3.2429,4.8644,4.8644
3.2429,5.0671,4.8644
3.2429,5.2698,4.8644
3.2429,5.4725,4.8644
3.2429,5.6751,4.8644
3.2429,5.8778,4.8644
3.2429,6.0805,4.8644
3.2429,6.2832,4.8644
3.4456,0,4.8644
3.4456,0.20268,4.8644
3.4456,0.40537,4.8644
3.4456,0.60805,4.8644
3.4456,0.81073,4.8644
3.4456,1.0134,4.8644
3.4456,1.2161,4.8644
3.4456,1.4188,4.8644
3.4456,1.6215,4.8644
3.4456,1.8242,4.8644
3.4456,2.0268,4.8644
3.4456,2.2295,4.8644
3.4456,2.4322,4.8644
3.4456,2.6349,4.8644
3.4456,2.8376,4.8644
3.4456,3.0403,4.8644
3.4456,3.2429,4.8644
3.4456,3.4456,4.8644
3.4456,3.6483,4.8644
3.4456,3.851,4.8644
3.4456,4.0537,4.8644
3.4456,4.2564,4.8644
3.4456,4.459,4.8644
3.4456,4.6617,4.8644
3.4456,4.8644,4.8644
3.4456,5.0671,4.8644
3.4456,5.2698,4.8644
3.4456,5.4725,4.8644
3.4456,5.6751,4.8644
3.4456,5.8778,4.8644
3.4456,6.0805,4.8644
3.4456,6.2832,4.8644
3.6483,0,4.8644
3.6483,0.20268,4.8644
3.6483,0.40537,4.8644
3.6483,0.60805,4.8644
3.6483,0.81073,4.8644
3.6483,1.0134,4.8644
3.6483,1.2161,4.8644
3.6483,1.4188,4.8644
3.6483,1.6215,4.8644
3.6483,1.8242,4.8644
3.6483,2.0268,4.8644
3.6483,2.2295,4.8644
3.6483,2.4322,4.8644
3.6483,2.6349,4.8644
3.6483,2.8376,4.8644
3.6483,3.0403,4.8644
3.6483,3.2429,4.8644
3.6483,3.4456,4.8644
3.6483,3.6483,4.8644
3.6483,3.851,4.8644
3.6483,4.0537,4.8644
3.6483,4.2564,4.8644
3.6483,4.459,4.8644
3.6483,4.6617,4.8644
3.6483,4.8644,4.8644
3.6483,5.0671,4.8644
3.6483,5.2698,4.8644
3.6483,5.4725,4.8644
3.6483,5.6751,4.8644
3.6483,5.8778,4.8644
3.6483,6.0805,4.8644
3.6483,6.2832,4.8644
3.851,0,4.8644
3.851,0.20268,4.8644
3.851,0.40537,4.8644
3.851,0.60805,4.8644
3.851,0.81073,4.8644
3.851,1.0134,4.8644
3.851,1.2161,4.8644
3.851,1.4188,4.8644
3.851,1.6215,4.8644
3.851,1.8242,4.8644
3.851,2.0268,4.8644
3.851,2.2295,4.8644
3.851,2.4322,4.8644
3.851,2.6349,4.8644
3.851,2.8376,4.8644
3.851,3.0403,4.8644
3.851,3.2429,4.8644
3.851,3.4456,4.8644
3.851,3.6483,4.8644
3.851,3.851,4.8644
3.851,4.0537,4.8644
3.851,4.2564,4.8644
3.851,4.459,4.8644
3.851,4.6617,4.8644
3.851,4.8644,4.8644
3.851,5.0671,4.8644
3.851,5.2698,4.8644
3.851,5.4725,4.8644
3.851,5.6751,4.8644
3.851,5.8778,4.8644
3.851,6.0805,4.8644
3.851,6.2832,4.8644
4.0537,0,4.8644
4.0537,0.20268,4.8644
4.0537,0.40537,4.8644
4.0537,0.60805,4.8644
4.0537,0.81073,4.8644
4.0537,1.0134,4.8644
4.0537,1.2161,4.8644
4.0537,1.4188,4.8644
4.0537,1.6215,4.8644
4.0537,1.8242,4.8644
4.0537,2.0268,4.8644
4.0537,2.2295,4.8644
4.0537,2.4322,4.8644
4.0537,2.6349,4.8644
4.0537,2.8376,4.8644
4.0537,3.0403,4.8644
4.0537,3.2429,4.8644
4.0537,3.4456,4.8644
4.0537,3.6483,4.8644
4.0537,3.851,4.8644
4.0537,4.0537,4.8644
4.0537,4.2564,4.8644
4.0537,4.459,4.8644
4.0537,4.6617,4.8644
4.0537,4.8644,4.8644
4.0537,5.0671,4.8644
4.0537,5.2698,4.8644
4.0537,5.4725,4.8644
4.0537,5.6751,4.8644
4.0537,5.8778,4.8644
4.0537,6.0805,4.8644
4.0537,6.2832,4.8644
4.2564,0,4.8644
4.2564,0.20268,4.8644
4.2564,0.40537,4.8644
4.2564,0.60805,4.8644
4.2564,0.81073,4.8644
4.2564,1.0134,4.8644
4.2564,1.2161,4.8644
4.2564,1.4188,4.8644
4.2564,1.6215,4.8644
4.2564,1.8242,4.8644
4.2564,2.0268,4.8644
4.2564,2.2295,4.8644
4.2564,2.4322,4.8644
4.2564,2.6349,4.8644
4.2564,2.8376,4.8644
4.2564,3.0403,4.8644
4.2564,3.2429,4.8644
4.2564,3.4456,4.8644
4.2564,3.6483,4.8644
4.2564,3.851,4.8644
4.2564,4.0537,4.8644
4.2564,4.2564,4.8644
4.2564,4.459,4.8644
4.2564,4.6617,4.8644
4.2564,4.8644,4.8644
4.2564,5.0671,4.8644
4.2564,5.2698,4.8644
4.2564,5.4725,4.8644
4.2564,5.6751,4.8644
4.2564,5.8778,4.8644
4.2564,6.0805,4.8644
4.2564,6.2832,4.8644
4.459,0,4.8644
4.459,0.20268,4.8644
4.459,0.40537,4.8644
4.459,0.60805,4.8644
4.459,0.81073,4.8644
4.459,1.0134,4.8644
4.459,1.2161,4.8644
4.459,1.4188,4.8644
4.459,1.6215,4.8644
4.459,1.8242,4.8644
4.459,2.0268,4.8644
4.459,2.2295,4.8644
4.459,2.4322,4.8644
4.459,2.6349,4.8644
4.459,2.8376,4.8644
4.459,3.0403,4.8644
4.459,3.2429,4.8644
4.459,3.4456,4.8644
4.459,3.6483,4.8644
4.459,3.851,4.8644
4.459,4.0537,4.8644
4.459,4.2564,4.8644
4.459,4.459,4.8644
4.459,4.6617,4.8644
4.459,4.8644,4.8644
4.459,5.0671,4.8644
4.459,5.2698,4.8644
4.459,5.4725,4.8644
4.459,5.6751,4.8644
4.459,5.8778,4.8644
4.459,6.0805,4.8644
4.459,6.2832,4.8644
4.6617,0,4.8644
4.6617,0.20268,4.8644
4.6617,0.40537,4.8644
4.6617,0.60805,4.8644
4.6617,0.81073,4.8644
4.6617,1.0134,4.8644
4.6617,1.2161,4.8644
4.6617,1.4188,4.8644
4.6617,1.6215,4.8644
4.6617,1.8242,4.8644
4.6617,2.0268,4.8644
4.6617,2.2295,4.8644
4.6617,2.4322,4.8644
4.6617,2.6349,4.8644
4.6617,2.8376,4.8644
4.6617,3.0403,4.8644
4.6617,3.2429,4.8644
4.6617,3.4456,4.8644
4.6617,3.6483,4.8644
4.6617,3.851,4.8644
4.6617,4.0537,4.8644
4.6617,4.2564,4.8644
4.6617,4.459,4.8644
4.6617,4.6617,4.8644
4.6617,4.8644,4.8644
4.6617,5.0671,4.8644
4.6617,5.2698,4.8644
4.6617,5.4725,4.8644
4.6617,5.6751,4.8644
4.6617,5.8778,4.8644
4.6617,6.0805,4.8644
4.6617,6.2832,4.8644
4.8644,0,4.8644
4.8644,0.20268,4.8644
4.8644,0.40537,4.8644
4.8644,0.60805,4.8644
4.8644,0.81073,4.8644
4.8644,1.0134,4.8644
4.8644,1.2161,4.8644
4.8644,1.4188,4.8644
4.8644,1.6215,4.8644
4.8644,1.8242,4.8644
4.8644,2.0268,4.8644
4.8644,2.2295,4.8644
4.8644,2.4322,4.8644
4.8644,2.6349,4.8644
4.8644,2.8376,4.8644
4.8644,3.0403,4.8644
4.8644,3.2429,4.8644
4.8644,3.4456,4.8644
4.8644,3.6483,4.8644
4.8644,3.851,4.8644
4.8644,4.0537,4.8644
4.8644,4.2564,4.8644
4.8644,4.459,4.8644
4.8644,4.6617,4.8644
4.8644,4.8644,4.8644
4.8644,5.0671,4.8644
4.8644,5.2698,4.8644
4.8644,5.4725,4.8644
4.8644,5.6751,4.8644
4.8644,5.8778,4.8644
4.8644,6.0805,4.8644
4.8644,6.2832,4.8644
5.0671,0,4.8644
5.0671,0.20268,4.8644
5.0671,0.40537,4.8644
5.0671,0.60805,4.8644
5.0671,0.81073,4.8644
5.0671,1.0134,4.8644
5.0671,1.2161,4.8644
5.0671,1.4188,4.8644
5.0671,1.6215,4.8644
5.0671,1.8242,4.8644
5.0671,2.0268,4.8644
5.0671,2.2295,4.8644
5.0671,2.4322,4.8644
5.0671,2.6349,4.8644
5.0671,2.8376,4.8644
5.0671,3.0403,4.8644
5.0671,3.2429,4.8644
5.0671,3.4456,4.8644
5.0671,3.6483,4.8644
5.0671,3.851,4.8644
5.0671,4.0537,4.8644
5.0671,4.2564,4.8644
5.0671,4.459,4.8644
5.0671,4.6617,4.8644
5.0671,4.8644,4.8644
5.0671,5.0671,4.8644
5.0671,5.2698,4.8644
5.0671,5.4725,4.8644
5.0671,5.6751,4.8644
5.0671,5.8778,4.8644
5.0671,6.0805,4.8644
5.0671,6.2832,4.8644
5.2698,0,4.8644
5.2698,0.20268,4.8644
5.2698,0.40537,4.8644
5.2698,0.60805,4.8644
5.2698,0.81073,4.8644
5.2698,1.0134,4.8644
5.2698,1.2161,4.8644
5.2698,1.4188,4.8644
5.2698,1.6215,4.8644
5.2698,1.8242,4.8644
5.2698,2.0268,4.8644
5.2698,2.2295,4.8644
5.2698,2.4322,4.8644
5.2698,2.6349,4.8644
5.2698,2.8376,4.8644
5.2698,3.0403,4.8644
5.2698,3.2429,4.8644
5.2698,3.4456,4.8644
5.2698,3.6483,4.8644
5.2698,3.851,4.8644
5.2698,4.0537,4.8644
5.2698,4.2564,4.8644
5.2698,4.459,4.8644
5.2698,4.6617,4.8644
5.2698,4.8644,4.8644
5.2698,5.0671,4.8644
5.2698,5.2698,4.8644
5.2698,5.4725,4.8644
5.2698,5.6751,4.8644
5.2698,5.8778,4.8644
5.2698,6.0805,4.8644
5.2698,6.2832,4.8644
5.4725,0,4.8644
5.4725,0.20268,4.8644
5.4725,0.40537,4.8644
5.4725,0.60805,4.8644
5.4725,0.81073,4.8644
5.4725,1.0134,4.8644
5.4725,1.2161,4.8644
5.4725,1.4188,4.8644
5.4725,1.6215,4.8644
5.4725,1.8242,4.8644
5.4725,2.0268,4.8644
5.4725,2.2295,4.8644
5.4725,2.4322,4.8644
5.4725,2.6349,4.8644
5.4725,2.8376,4.8644
5.4725,3.0403,4.8644
5.4725,3.2429,4.8644
5.4725,3.4456,4.8644
5.4725,3.6483,4.8644
5.4725,3.851,4.8644
5.4725,4.0537,4.8644
5.4725,4.2564,4.8644
5.4725,4.459,4.8644
5.4725,4.6617,4.8644
5.4725,4.8644,4.8644
5.4725,5.0671,4.8644
5.4725,5.2698,4.8644
5.4725,5.4725,4.8644
5.4725,5.6751,4.8644
5.4725,5.8778,4.8644
5.4725,6.0805,4.8644
5.4725,6.2832,4.8644
5.6751,0,4.8644
5.6751,0.20268,4.8644
5.6751,0.40537,4.8644
5.6751,0.60805,4.8644
5.6751,0.81073,4.8644
5.6751,1.0134,4.8644
5.6751,1.2161,4.8644
5.6751,1.4188,4.8644
5.6751,1.6215,4.8644
5.6751,1.8242,4.8644
5.6751,2.0268,4.8644
5.6751,2.2295,4.8644
5.6751,2.4322,4.8644
5.6751,2.6349,4.8644
5.6751,2.8376,4.8644
5.6751,3.0403,4.8644
5.6751,3.2429,4.8644
5.6751,3.4456,4.8644
5.6751,3.6483,4.8644
5.6751,3.851,4.8644
5.6751,4.0537,4.8644
5.6751,4.2564,4.8644
5.6751,4.459,4.8644
5.6751,4.6617,4.8644
5.6751,4.8644,4.8644
5.6751,5.0671,4.8644
5.6751,5.2698,4.8644
5.6751,5.4725,4.8644
5.6751,5.6751,4.8644
5.6751,5.8778,4.8644
5.6751,6.0805,4.8644
5.6751,6.2832,4.8644
5.8778,0,4.8644
5.8778,0.20268,4.8644
5.8778,0.40537,4.8644
5.8778,0.60805,4.8644
5.8778,0.81073,4.8644
5.8778,1.0134,4.8644
5.8778,1.2161,4.8644
5.8778,1.4188,4.8644
5.8778,1.6215,4.8644
5.8778,1.8242,4.8644
5.8778,2.0268,4.8644
5.8778,2.2295,4.8644
5.8778,2.4322,4.8644
5.8778,2.6349,4.8644
5.8778,2.8376,4.8644
5.8778,3.0403,4.8644
5.8778,3.2429,4.8644
5.8778,3.4456,4.8644
5.8778,3.6483,4.8644
5.8778,3.851,4.8644
5.8778,4.0537,4.8644
5.8778,4.2564,4.8644
5.8778,4.459,4.8644
5.8778,4.6617,4.8644
5.8778,4.8644,4.8644
5.8778,5.0671,4.8644
5.8778,5.2698,4.8644
5.8778,5.4725,4.8644
5.8778,5.6751,4.8644
5.8778,5.8778,4.8644
5.8778,6.0805,4.8644
5.8778,6.2832,4.8644
6.0805,0,4.8644
6.0805,0.20268,4.8644
6.0805,0.40537,4.8644
6.0805,0.60805,4.8644
6.0805,0.81073,4.8644
6.0805,1.0134,4.8644
6.0805,1.2161,4.8644
6.0805,1.4188,4.8644
6.0805,1.6215,4.8644
6.0805,1.8242,4.8644
6.0805,2.0268,4.8644
6.0805,2.2295,4.8644
6.0805,2.4322,4.8644
6.0805,2.6349,4.8644
6.0805,2.8376,4.8644
6.0805,3.0403,4.8644
6.0805,3.2429,4.8644
6.0805,3.4456,4.8644
6.0805,3.6483,4.8644
6.0805,3.851,4.8644
6.0805,4.0537,4.8644
6.0805,4.2564,4.8644
6.0805,4.459,4.8644
6.0805,4.6617,4.8644
6.0805,4.8644,4.8644
6.0805,5.0671,4.8644
6.0805,5.2698,4.8644
6.0805,5.4725,4.8644
6.0805,5.6751,4.8644
6.0805,5.8778,4.8644
6.0805,6.0805,4.8644
6.0805,6.2832,4.8644
6.2832,0,4.8644
6.2832,0.20268,4.8644
6.2832,0.40537,4.8644
6.2832,0.60805,4.8644
6.2832,0.81073,4.8644
6.2832,1.0134,4.8644
6.2832,1.2161,4.8644
6.2832,1.4188,4.8644
6.2832,1.6215,4.8644
6.2832,1.8242,4.8644
6.2832,2.0268,4.8644
6.2832,2.2295,4.8644
6.2832,2.4322,4.8644
6.2832,2.6349,4.8644
6.2832,2.8376,4.8644
6.2832,3.0403,4.8644
6.2832,3.2429,4.8644
6.2832,3.4456,4.8644
6.2832,3.6483,4.8644
6.2832,3.851,4.8644
6.2832,4.0537,4.8644
6.2832,4.2564,4.8644
6.2832,4.459,4.8644
6.2832,4.6617,4.8644
6.2832,4.8644,4.8644
6.2832,5.0671,4.8644
6.2832,5.2698,4.8644
6.2832,5.4725,4.8644
6.2832,5.6751,4.8644
6.2832,5.8778,4.8644
6.2832,6.0805,4.8644
6.2832,6.2832,4.8644
0,0,5.0671
0,0.20268,5.0671
0,0.40537,5.0671
0,0.60805,5.0671
0,0.81073,5.0671
0,1.0134,5.0671
0,1.2161,5.0671
0,1.4188,5.0671
0,1.6215,5.0671
0,1.8242,5.0671
0,2.0268,5.0671
0,2.2295,5.0671
0,2.4322,5.0671
0,2.6349,5.0671
0,2.8376,5.0671
0,3.0403,5.0671
0,3.2429,5.0671
0,3.4456,5.0671
0,3.6483,5.0671
0,3.851,5.0671
0,4.0537,5.0671
0,4.2564,5.0671
0,4.459,5.0671
0,4.6617,5.0671
0,4.8644,5.0671
0,5.0671,5.0671
0,5.2698,5.0671
0,5.4725,5.0671
0,5.6751,5.0671
0,5.8778,5.0671
0,6.0805,5.0671
0,6.2832,5.0671
0.20268,0,5.0671
0.20268,0.20268,5.0671
0.20268,0.40537,5.0671
0.20268,0.60805,5.0671
0.20268,0.81073,5.0671
0.20268,1.0134,5.0671
0.20268,1.2161,5.0671
0.20268,1.4188,5.0671
0.20268,1.6215,5.0671
0.20268,1.8242,5.0671
0.20268,2.0268,5.0671
0.20268,2.2295,5.0671
0.20268,2.4322,5.0671
0.20268,2.6349,5.0671
0.20268,2.8376,5.0671
0.20268,3.0403,5.0671
0.20268,3.2429,5.0671
0.20268,3.4456,5.0671
0.20268,3.6483,5.0671
0.20268,3.851,5.0671
0.20268,4.0537,5.0671
0.20268,4.2564,5.0671
0.20268,4.459,5.0671
0.20268,4.6617,5.0671
0.20268,4.8644,5.0671
0.20268,5.0671,5.0671
0.20268,5.2698,5.0671
0.20268,5.4725,5.0671
0.20268,5.6751,5.0671
0.20268,5.8778,5.0671
0.20268,6.0805,5.0671
0.20268,6.2832,5.0671
0.40537,0,5.0671
0.40537,0.20268,5.0671
0.40537,0.40537,5.0671
0.40537,0.60805,5.0671
0.40537,0.81073,5.0671
0.40537,1.0134,5.0671
0.40537,1.2161,5.0671
0.40537,1.4188,5.0671
0.40537,1.6215,5.0671
0.40537,1.8242,5.0671
0.40537,2.0268,5.0671
0.40537,2.2295,5.0671
0.40537,2.4322,5.0671
0.40537,2.6349,5.0671
0.40537,2.8376,5.0671
0.40537,3.0403,5.0671
0.40537,3.2429,5.0671
0.40537,3.4456,5.0671
0.40537,3.6483,5.0671
0.40537,3.851,5.0671
0.40537,4.0537,5.0671
0.40537,4.2564,5.0671
0.40537,4.459,5.0671
0.40537,4.6617,5.0671
0.40537,4.8644,5.0671
0.40537,5.0671,5.0671
0.40537,5.2698,5.0671
0.40537,5.4725,5.0671
0.40537,5.6751,5.0671
0.40537,5.8778,5.0671
0.40537,6.0805,5.0671
0.40537,6.2832,5.0671
0.60805,0,5.0671
0.60805,0.20268,5.0671
0.60805,0.40537,5.0671
0.60805,0.60805,5.0671
0.60805,0.81073,5.0671
0.60805,1.0134,5.0671
0.60805,1.2161,5.0671
0.60805,1.4188,5.0671
0.60805,1.6215,5.0671
0.60805,1.8242,5.0671
0.60805,2.0268,5.0671
0.60805,2.2295,5.0671
0.60805,2.4322,5.0671
0.60805,2.6349,5.0671
0.60805,2.8376,5.0671
0.60805,3.0403,5.0671
0.60805,3.2429,5.0671
0.60805,3.4456,5.0671
0.60805,3.6483,5.0671
0.60805,3.851,5.0671
0.60805,4.0537,5.0671
0.60805,4.2564,5.0671
0.60805,4.459,5.0671
0.60805,4.6617,5.0671
0.60805,4.8644,5.0671
0.60805,5.0671,5.0671
0.60805,5.2698,5.0671
0.60805,5.4725,5.0671
0.60805,5.6751,5.0671
0.60805,5.8778,5.0671
0.60805,6.0805,5.0671
0.60805,6.2832,5.0671
0.81073,0,5.0671
0.81073,0.20268,5.0671
0.81073,0.40537,5.0671
0.81073,0.60805,5.0671
0.81073,0.81073,5.0671
0.81073,1.0134,5.0671
0.81073,1.2161,5.0671
0.81073,1.4188,5.0671
0.81073,1.6215,5.0671
0.81073,1.8242,5.0671
0.81073,2.0268,5.0671
0.81073,2.2295,5.0671
0.81073,2.4322,5.0671
0.81073,2.6349,5.0671
0.81073,2.8376,5.0671
0.81073,3.0403,5.0671
0.81073,3.2429,5.0671
0.81073,3.4456,5.0671
0.81073,3.6483,5.0671
0.81073,3.851,5.0671
0.81073,4.0537,5.0671
0.81073,4.2564,5.0671
0.81073,4.459,5.0671
0.81073,4.6617,5.0671
0.81073,4.8644,5.0671
0.81073,5.0671,5.0671
0.81073,5.2698,5.0671
0.81073,5.4725,5.0671
0.81073,5.6751,5.0671
0.81073,5.8778,5.0671
0.81073,6.0805,5.0671
0.81073,6.2832,5.0671
1.0134,0,5.0671
1.0134,0.20268,5.0671
1.0134,0.40537,5.0671
1.0134,0.60805,5.0671
1.0134,0.81073,5.0671
1.0134,1.0134,5.0671
1.0134,1.2161,5.0671
1.0134,1.4188,5.0671
1.0134,1.6215,5.0671
1.0134,1.8242,5.0671
1.0134,2.0268,5.0671
1.0134,2.2295,5.0671
1.0134,2.4322,5.0671
1.0134,2.6349,5.0671
1.0134,2.8376,5.0671
1.0134,3.0403,5.0671
1.0134,3.2429,5.0671
1.0134,3.4456,5.0671
1.0134,3.6483,5.0671
1.0134,3.851,5.0671
1.0134,4.0537,5.0671
1.0134,4.2564,5.0671
1.0134,4.459,5.0671
1.0134,4.6617,5.0671
1.0134,4.8644,5.0671
1.0134,5.0671,5.0671
1.0134,5.2698,5.0671
1.0134,5.4725,5.0671
1.0134,5.6751,5.0671
1.0134,5.8778,5.0671
1.0134,6.0805,5.0671
1.0134,6.2832,5.0671
1.2161,0,5.0671
1.2161,0.20268,5.0671
1.2161,0.40537,5.0671
1.2161,0.60805,5.0671
1.2161,0.81073,5.0671
1.2161,1.0134,5.0671
1.2161,1.2161,5.0671
1.2161,1.4188,5.0671
1.2161,1.6215,5.0671
1.2161,1.8242,5.0671
1.2161,2.0268,5.0671
1.2161,2.2295,5.0671
1.2161,2.4322,5.0671
1.2161,2.6349,5.0671
1.2161,2.8376,5.0671
1.2161,3.0403,5.0671
1.2161,3.2429,5.0671
1.2161,3.4456,5.0671
1.2161,3.6483,5.0671
1.2161,3.851,5.0671
1.2161,4.0537,5.0671
1.2161,4.2564,5.0671
1.2161,4.459,5.0671
1.2161,4.6617,5.0671
1.2161,4.8644,5.0671
1.2161,5.0671,5.0671
1.2161,5.2698,5.0671
1.2161,5.4725,5.0671
1.2161,5.6751,5.0671
1.2161,5.8778,5.0671
1.2161,6.0805,5.0671
1.2161,6.2832,5.0671
1.4188,0,5.0671
1.4188,0.20268,5.0671
1.4188,0.40537,5.0671
1.4188,0.60805,5.0671
1.4188,0.81073,5.0671
1.4188,1.0134,5.0671
1.4188,1.2161,5.0671
1.4188,1.4188,5.0671
1.4188,1.6215,5.0671
1.4188,1.8242,5.0671
1.4188,2.0268,5.0671
1.4188,2.2295,5.0671
1.4188,2.4322,5.0671
1.4188,2.6349,5.0671
1.4188,2.8376,5.0671
1.4188,3.0403,5.0671
1.4188,3.2429,5.0671
1.4188,3.4456,5.0671
1.4188,3.6483,5.0671
1.4188,3.851,5.0671
1.4188,4.0537,5.0671
1.4188,4.2564,5.0671
1.4188,4.459,5.0671
1.4188,4.6617,5.0671
1.4188,4.8644,5.0671
1.4188,5.0671,5.0671
1.4188,5.2698,5.0671
1.4188,5.4725,5.0671
1.4188,5.6751,5.0671
1.4188,5.8778,5.0671
1.4188,6.0805,5.0671
1.4188,6.2832,5.0671
1.6215,0,5.0671
1.6215,0.20268,5.0671
1.6215,0.40537,5.0671
1.6215,0.60805,5.0671
1.6215,0.81073,5.0671
1.6215,1.0134,5.0671
1.6215,1.2161,5.0671
1.6215,1.4188,5.0671
1.6215,1.6215,5.0671
1.6215,1.8242,5.0671
1.6215,2.0268,5.0671
1.6215,2.2295,5.0671
1.6215,2.4322,5.0671
1.6215,2.6349,5.0671
1.6215,2.8376,5.0671
1.6215,3.0403,5.0671
1.6215,3.2429,5.0671
1.6215,3.4456,5.0671
1.6215,3.6483,5.0671
1.6215,3.851,5.0671
1.6215,4.0537,5.0671
1.6215,4.2564,5.0671
1.6215,4.459,5.0671
1.6215,4.6617,5.0671
1.6215,4.8644,5.0671
1.6215,5.0671,5.0671
1.6215,5.2698,5.0671
1.6215,5.4725,5.0671
1.6215,5.6751,5.0671
1.6215,5.8778,5.0671
1.6215,6.0805,5.0671
1.6215,6.2832,5.0671
1.8242,0,5.0671
1.8242,0.20268,5.0671
1.8242,0.40537,5.0671
1.8242,0.60805,5.0671
1.8242,0.81073,5.0671
1.8242,1.0134,5.0671
1.8242,1.2161,5.0671
1.8242,1.4188,5.0671
1.8242,1.6215,5.0671
1.8242,1.8242,5.0671
1.8242,2.0268,5.0671
1.8242,2.2295,5.0671
1.8242,2.4322,5.0671
1.8242,2.6349,5.0671
1.8242,2.8376,5.0671
1.8242,3.0403,5.0671
1.8242,3.2429,5.0671
1.8242,3.4456,5.0671
1.8242,3.6483,5.0671
1.8242,3.851,5.0671
1.8242,4.0537,5.0671
1.8242,4.2564,5.0671
1.8242,4.459,5.0671
1.8242,4.6617,5.0671
1.8242,4.8644,5.0671
1.8242,5.0671,5.0671
1.8242,5.2698,5.0671
1.8242,5.4725,5.0671
1.8242,5.6751,5.0671
1.8242,5.8778,5.0671
1.8242,6.0805,5.0671
1.8242,6.2832,5.0671
2.0268,0,5.0671
2.0268,0.20268,5.0671
2.0268,0.40537,5.0671
2.0268,0.60805,5.0671
2.0268,0.81073,5.0671
2.0268,1.0134,5.0671
2.0268,1.2161,5.0671
2.0268,1.4188,5.0671
2.0268,1.6215,5.0671
2.0268,1.8242,5.0671
2.0268,2.0268,5.0671
2.0268,2.2295,5.0671
2.0268,2.4322,5.0671
2.0268,2.6349,5.0671
2.0268,2.8376,5.0671
2.0268,3.0403,5.0671
2.0268,3.2429,5.0671
2.0268,3.4456,5.0671
2.0268,3.6483,5.0671
2.0268,3.851,5.0671
2.0268,4.0537,5.0671
2.0268,4.2564,5.0671
2.0268,4.459,5.0671
2.0268,4.6617,5.0671
2.0268,4.8644,5.0671
2.0268,5.0671,5.0671
2.0268,5.2698,5.0671
2.0268,5.4725,5.0671
2.0268,5.6751,5.0671
2.0268,5.8778,5.0671
2.0268,6.0805,5.0671
2.0268,6.2832,5.0671
2.2295,0,5.0671
2.2295,0.20268,5.0671
2.2295,0.40537,5.0671
2.2295,0.60805,5.0671
2.2295,0.81073,5.0671
2.2295,1.0134,5.0671
2.2295,1.2161,5.0671
2.2295,1.4188,5.0671
2.2295,1.6215,5.0671
2.2295,1.8242,5.0671
2.2295,2.0268,5.0671
2.2295,2.2295,5.0671
2.2295,2.4322,5.0671
2.2295,2.6349,5.0671
2.2295,2.8376,5.0671
2.2295,3.0403,5.0671
2.2295,3.2429,5.0671
2.2295,3.4456,5.0671
2.2295,3.6483,5.0671
2.2295,3.851,5.0671
2.2295,4.0537,5.0671
2.2295,4.2564,5.0671
2.2295,4.459,5.0671
2.2295,4.6617,5.0671
2.2295,4.8644,5.0671
2.2295,5.0671,5.0671
2.2295,5.2698,5.0671
2.2295,5.4725,5.0671
2.2295,5.6751,5.0671
2.2295,5.8778,5.0671
2.2295,6.0805,5.0671
2.2295,6.2832,5.0671
2.4322,0,5.0671
2.4322,0.20268,5.0671
2.4322,0.40537,5.0671
2.4322,0.60805,5.0671
2.4322,0.81073,5.0671
2.4322,1.0134,5.0671
2.4322,1.2161,5.0671
2.4322,1.4188,5.0671
2.4322,1.6215,5.0671
2.4322,1.8242,5.0671
2.4322,2.0268,5.0671
2.4322,2.2295,5.0671
2.4322,2.4322,5.0671
2.4322,2.6349,5.0671
